airline,source_city,stops,destination_city,days_left,price_eur,departure_hour,class_Economy,duration_mins
Air_India,Delhi,1,Kolkata,46.0,35.72,9,1,1339
Air_India,Mumbai,1,Delhi,26.0,35.15,9,1,1279
AirAsia,Kolkata,1,Delhi,26.0,29.83,18,1,544
Indigo,Chennai,1,Delhi,11.0,77.95,9,1,705
Vistara,Kolkata,1,Mumbai,41.0,60.04,14,1,510
Vistara,Hyderabad,1,Chennai,27.0,511.69,14,0,559
Air_India,Delhi,1,Hyderabad,23.0,54.72,6,1,769
Vistara,Delhi,1,Mumbai,39.0,74.96,6,1,960
Vistara,Kolkata,1,Bangalore,14.0,603.44,18,0,964
Vistara,Chennai,1,Bangalore,16.0,69.22,6,1,750
Vistara,Delhi,1,Hyderabad,14.0,612.45,9,0,724
Vistara,Hyderabad,1,Chennai,44.0,408.84,22,0,855
Vistara,Hyderabad,1,Mumbai,42.0,520.23,22,0,1195
Air_India,Bangalore,2,Hyderabad,6.0,130.87,9,1,1360
Vistara,Mumbai,2,Kolkata,7.0,221.34,14,1,439
AirAsia,Kolkata,1,Bangalore,11.0,45.08,9,1,555
SpiceJet,Delhi,1,Chennai,17.0,77.92,9,1,385
Air_India,Hyderabad,1,Delhi,39.0,43.41,22,1,750
Air_India,Delhi,1,Mumbai,20.0,42.07,18,1,985
Air_India,Chennai,1,Mumbai,19.0,55.59,18,1,964
Vistara,Kolkata,1,Bangalore,12.0,612.31,14,0,1039
Indigo,Bangalore,1,Kolkata,32.0,64.8,9,1,595
Vistara,Hyderabad,1,Mumbai,34.0,48.59,14,1,400
Vistara,Chennai,1,Kolkata,34.0,564.64,18,0,1585
Vistara,Mumbai,1,Kolkata,32.0,614.0,14,0,1069
Indigo,Hyderabad,1,Mumbai,26.0,35.72,18,1,304
Indigo,Chennai,1,Delhi,14.0,77.95,22,1,630
Indigo,Delhi,2,Chennai,20.0,79.2,14,1,420
Air_India,Kolkata,1,Delhi,26.0,475.79,18,0,1695
Air_India,Delhi,1,Kolkata,8.0,115.04,22,1,640
Vistara,Kolkata,1,Delhi,33.0,63.94,22,1,1219
SpiceJet,Kolkata,1,Chennai,36.0,64.27,18,1,1110
Air_India,Bangalore,1,Delhi,16.0,186.33,18,1,1305
Vistara,Mumbai,1,Kolkata,14.0,110.13,9,1,460
Air_India,Hyderabad,1,Chennai,22.0,404.18,22,0,544
Air_India,Mumbai,1,Chennai,39.0,490.97,9,0,814
Indigo,Bangalore,1,Hyderabad,21.0,52.02,9,1,345
Vistara,Chennai,1,Mumbai,26.0,797.28,9,0,600
Vistara,Delhi,2,Chennai,33.0,72.57,14,1,1834
Vistara,Delhi,1,Chennai,38.0,596.06,18,0,904
Vistara,Hyderabad,1,Bangalore,12.0,377.03,22,0,790
GO_FIRST,Hyderabad,1,Mumbai,25.0,33.87,22,1,634
Vistara,Mumbai,1,Kolkata,43.0,58.87,14,1,1075
Vistara,Bangalore,0,Mumbai,15.0,205.44,18,0,115
Vistara,Kolkata,2,Mumbai,29.0,735.01,18,0,1609
Air_India,Bangalore,0,Kolkata,47.0,33.58,6,1,154
AirAsia,Delhi,1,Bangalore,38.0,30.58,9,1,445
Vistara,Kolkata,1,Mumbai,14.0,103.17,22,1,970
Indigo,Delhi,1,Chennai,26.0,33.14,18,1,400
Vistara,Delhi,1,Hyderabad,16.0,456.18,9,0,555
GO_FIRST,Delhi,1,Bangalore,32.0,41.61,18,1,520
Air_India,Delhi,1,Bangalore,37.0,56.42,18,1,1345
GO_FIRST,Hyderabad,1,Mumbai,23.0,44.06,9,1,775
Air_India,Delhi,1,Hyderabad,39.0,469.15,22,0,1500
GO_FIRST,Bangalore,1,Chennai,15.0,96.96,18,1,480
AirAsia,Mumbai,2,Kolkata,26.0,28.07,14,1,370
Air_India,Kolkata,0,Chennai,36.0,203.92,18,0,145
Indigo,Chennai,1,Delhi,41.0,38.2,14,1,520
AirAsia,Kolkata,1,Delhi,35.0,29.83,9,1,940
Vistara,Delhi,1,Hyderabad,43.0,533.76,18,0,844
Vistara,Mumbai,1,Delhi,44.0,47.19,9,1,315
GO_FIRST,Bangalore,1,Mumbai,37.0,63.23,6,1,555
Vistara,Hyderabad,1,Mumbai,39.0,654.67,9,0,700
Vistara,Hyderabad,1,Bangalore,22.0,561.12,14,0,595
Air_India,Kolkata,1,Bangalore,48.0,79.16,22,1,1414
Vistara,Mumbai,1,Delhi,4.0,120.12,14,1,385
Air_India,Mumbai,1,Delhi,36.0,391.98,9,0,595
Air_India,Kolkata,1,Delhi,3.0,542.92,14,0,1305
GO_FIRST,Delhi,1,Hyderabad,14.0,58.92,6,1,319
Air_India,Bangalore,2,Kolkata,9.0,147.18,6,1,1800
AirAsia,Kolkata,1,Bangalore,33.0,38.22,6,1,349
Vistara,Delhi,1,Mumbai,49.0,508.5,6,0,925
AirAsia,Delhi,1,Bangalore,28.0,30.58,18,1,450
Vistara,Bangalore,1,Delhi,6.0,621.4,9,0,745
Indigo,Hyderabad,1,Chennai,31.0,15.27,14,1,259
Vistara,Chennai,2,Bangalore,47.0,63.65,6,1,640
Vistara,Kolkata,1,Mumbai,48.0,60.04,18,1,1459
Vistara,Chennai,1,Kolkata,13.0,543.25,14,0,1270
Air_India,Mumbai,1,Delhi,6.0,132.59,22,1,960
Indigo,Hyderabad,1,Kolkata,26.0,52.38,14,1,304
Vistara,Chennai,1,Bangalore,42.0,47.06,9,1,570
Air_India,Hyderabad,1,Kolkata,18.0,511.69,9,0,1300
Air_India,Kolkata,1,Bangalore,42.0,603.44,9,0,580
Vistara,Hyderabad,1,Mumbai,44.0,34.35,6,1,945
Indigo,Chennai,1,Kolkata,41.0,31.86,9,1,325
SpiceJet,Delhi,0,Chennai,4.0,73.48,18,1,169
Air_India,Delhi,1,Hyderabad,14.0,120.24,22,1,1380
AirAsia,Delhi,1,Hyderabad,21.0,20.29,6,1,585
Air_India,Delhi,1,Hyderabad,34.0,54.62,14,1,1159
Air_India,Bangalore,1,Mumbai,28.0,65.1,22,1,949
Air_India,Delhi,0,Hyderabad,45.0,20.76,9,1,130
Indigo,Kolkata,1,Chennai,38.0,51.36,9,1,580
SpiceJet,Delhi,1,Chennai,15.0,41.06,6,1,1480
Vistara,Bangalore,0,Mumbai,16.0,205.44,18,0,109
Vistara,Bangalore,1,Kolkata,11.0,512.78,18,0,880
Indigo,Bangalore,0,Mumbai,12.0,51.24,18,1,109
Vistara,Kolkata,1,Delhi,33.0,63.94,18,1,870
Indigo,Delhi,1,Hyderabad,22.0,58.93,6,1,615
Vistara,Hyderabad,1,Bangalore,49.0,377.03,22,0,1515
Indigo,Delhi,0,Mumbai,7.0,58.93,22,1,130
Indigo,Hyderabad,1,Bangalore,48.0,17.37,6,1,319
GO_FIRST,Kolkata,1,Bangalore,40.0,60.45,14,1,724
SpiceJet,Delhi,1,Kolkata,13.0,58.92,6,1,844
SpiceJet,Mumbai,0,Kolkata,5.0,73.35,6,1,160
Air_India,Bangalore,1,Mumbai,44.0,60.94,9,1,454
Indigo,Kolkata,1,Delhi,12.0,73.88,1,1,495
GO_FIRST,Delhi,1,Mumbai,30.0,58.96,9,1,480
Vistara,Delhi,1,Chennai,7.0,671.42,9,0,814
Air_India,Delhi,1,Hyderabad,43.0,439.43,22,0,634
Indigo,Delhi,0,Chennai,29.0,23.19,14,1,175
GO_FIRST,Bangalore,1,Chennai,11.0,104.95,9,1,739
Indigo,Hyderabad,1,Mumbai,24.0,74.41,9,1,645
Indigo,Mumbai,0,Hyderabad,13.0,42.19,9,1,79
GO_FIRST,Kolkata,1,Bangalore,44.0,43.87,18,1,664
Vistara,Kolkata,1,Chennai,4.0,554.01,9,0,364
Vistara,Kolkata,1,Mumbai,7.0,103.17,22,1,1054
Indigo,Bangalore,1,Kolkata,45.0,44.3,6,1,435
Air_India,Hyderabad,1,Chennai,44.0,41.85,18,1,439
Vistara,Kolkata,0,Delhi,29.0,282.13,9,0,139
Indigo,Chennai,1,Mumbai,32.0,37.17,6,1,510
Air_India,Chennai,1,Bangalore,2.0,472.06,6,0,289
Air_India,Mumbai,2,Kolkata,49.0,71.11,18,1,1615
Air_India,Kolkata,2,Chennai,15.0,124.07,9,1,1279
Air_India,Kolkata,1,Chennai,10.0,238.78,6,1,994
Air_India,Mumbai,1,Chennai,21.0,46.83,6,1,720
Vistara,Kolkata,1,Bangalore,47.0,603.44,9,0,514
Vistara,Kolkata,1,Bangalore,13.0,603.44,18,0,1444
Vistara,Mumbai,1,Hyderabad,5.0,575.21,9,0,480
Air_India,Mumbai,1,Hyderabad,42.0,44.27,6,1,505
Vistara,Chennai,1,Delhi,24.0,595.34,9,0,730
Vistara,Chennai,1,Delhi,46.0,51.52,9,1,285
Air_India,Kolkata,1,Delhi,7.0,434.53,18,0,1410
Vistara,Chennai,1,Hyderabad,7.0,109.54,22,1,1549
Indigo,Kolkata,1,Bangalore,27.0,42.39,18,1,310
Vistara,Kolkata,1,Chennai,19.0,59.13,14,1,1114
Air_India,Delhi,1,Hyderabad,7.0,97.38,18,1,1594
Air_India,Hyderabad,1,Chennai,22.0,510.58,9,0,735
GO_FIRST,Chennai,1,Delhi,12.0,72.76,14,1,385
Air_India,Bangalore,1,Delhi,8.0,106.32,18,1,1024
Air_India,Hyderabad,1,Mumbai,11.0,83.04,14,1,514
Air_India,Mumbai,1,Chennai,35.0,490.97,18,0,1440
GO_FIRST,Delhi,1,Bangalore,41.0,41.61,18,1,424
Vistara,Hyderabad,1,Kolkata,21.0,58.98,18,1,895
Vistara,Chennai,1,Delhi,4.0,573.18,22,0,1590
Air_India,Mumbai,1,Delhi,14.0,504.27,6,0,1069
Vistara,Hyderabad,1,Mumbai,45.0,43.7,18,1,859
Vistara,Hyderabad,1,Delhi,30.0,62.27,14,1,540
Vistara,Kolkata,1,Mumbai,46.0,497.48,6,0,559
Air_India,Bangalore,1,Mumbai,47.0,57.11,18,1,1605
Vistara,Delhi,0,Mumbai,15.0,24.5,6,1,130
SpiceJet,Hyderabad,1,Delhi,20.0,37.36,18,1,1615
Air_India,Mumbai,1,Delhi,32.0,54.38,18,1,1699
Indigo,Kolkata,1,Hyderabad,28.0,69.04,18,1,475
Indigo,Hyderabad,1,Chennai,22.0,119.92,14,1,535
GO_FIRST,Bangalore,1,Kolkata,18.0,51.23,22,1,495
Vistara,Delhi,0,Kolkata,20.0,376.6,6,0,124
Air_India,Mumbai,1,Bangalore,4.0,540.4,22,0,1354
GO_FIRST,Delhi,1,Bangalore,18.0,39.78,6,1,370
Vistara,Chennai,1,Mumbai,18.0,690.99,22,0,649
Vistara,Bangalore,1,Chennai,43.0,597.68,18,0,904
Air_India,Mumbai,1,Hyderabad,34.0,452.18,6,0,754
Vistara,Kolkata,1,Mumbai,2.0,186.83,14,1,355
Vistara,Bangalore,1,Kolkata,36.0,80.28,22,1,1345
Vistara,Hyderabad,1,Delhi,23.0,614.22,9,0,730
GO_FIRST,Kolkata,1,Hyderabad,34.0,49.66,9,1,895
SpiceJet,Bangalore,1,Kolkata,40.0,84.47,6,1,660
Air_India,Hyderabad,1,Chennai,39.0,58.14,9,1,1200
GO_FIRST,Mumbai,1,Hyderabad,34.0,38.75,22,1,649
Air_India,Mumbai,1,Bangalore,9.0,107.13,22,1,1530
Vistara,Mumbai,1,Kolkata,15.0,99.53,9,1,460
GO_FIRST,Delhi,1,Mumbai,42.0,81.89,9,1,535
GO_FIRST,Mumbai,1,Bangalore,25.0,50.49,6,1,859
Vistara,Bangalore,1,Kolkata,39.0,512.78,6,0,1620
Vistara,Bangalore,0,Mumbai,38.0,205.44,6,0,94
GO_FIRST,Delhi,0,Mumbai,29.0,23.85,22,1,135
Vistara,Mumbai,1,Chennai,6.0,635.06,18,0,1234
Vistara,Bangalore,1,Mumbai,37.0,71.37,9,1,585
SpiceJet,Delhi,1,Bangalore,32.0,35.32,9,1,439
Air_India,Delhi,1,Hyderabad,28.0,51.78,6,1,904
Indigo,Chennai,1,Delhi,38.0,72.5,9,1,460
Indigo,Mumbai,1,Chennai,5.0,95.7,9,1,559
Indigo,Bangalore,1,Hyderabad,17.0,29.75,14,1,544
Vistara,Mumbai,1,Bangalore,43.0,662.32,9,0,685
Vistara,Hyderabad,1,Mumbai,40.0,34.35,18,1,825
Indigo,Kolkata,0,Bangalore,29.0,38.22,18,1,150
Air_India,Delhi,1,Chennai,9.0,114.0,6,1,1399
Air_India,Mumbai,1,Delhi,48.0,504.27,6,0,460
Vistara,Hyderabad,1,Bangalore,12.0,146.4,14,1,565
Indigo,Mumbai,1,Kolkata,8.0,135.19,9,1,420
AirAsia,Delhi,0,Bangalore,6.0,73.49,9,1,169
Air_India,Delhi,1,Hyderabad,33.0,35.14,6,1,1669
Vistara,Kolkata,1,Delhi,43.0,1015.8,9,0,720
Air_India,Hyderabad,1,Chennai,17.0,510.58,22,0,949
Vistara,Chennai,1,Hyderabad,49.0,40.44,22,1,1195
GO_FIRST,Delhi,0,Hyderabad,10.0,64.64,18,1,135
Indigo,Chennai,0,Mumbai,26.0,35.35,9,1,115
Air_India,Chennai,1,Mumbai,24.0,50.39,22,1,829
Vistara,Delhi,1,Mumbai,44.0,408.52,14,0,1155
GO_FIRST,Hyderabad,1,Mumbai,44.0,36.07,22,1,799
Air_India,Mumbai,1,Delhi,28.0,61.54,22,1,739
Air_India,Mumbai,1,Delhi,31.0,504.27,6,0,1069
Vistara,Delhi,1,Bangalore,12.0,105.69,14,1,295
Vistara,Delhi,2,Kolkata,22.0,99.27,14,1,1135
Indigo,Delhi,1,Mumbai,22.0,39.18,14,1,619
Air_India,Chennai,1,Delhi,33.0,38.75,6,1,715
Indigo,Delhi,1,Mumbai,8.0,104.14,6,1,615
Vistara,Mumbai,1,Delhi,6.0,508.38,6,0,1030
Indigo,Bangalore,1,Mumbai,2.0,185.81,9,1,349
Indigo,Bangalore,1,Delhi,21.0,63.7,6,1,555
Indigo,Kolkata,0,Hyderabad,34.0,27.21,22,1,130
Vistara,Mumbai,1,Hyderabad,9.0,453.29,22,0,655
Vistara,Delhi,1,Chennai,12.0,114.0,14,1,454
Indigo,Hyderabad,1,Chennai,29.0,31.61,9,1,400
Air_India,Kolkata,1,Delhi,22.0,531.84,18,0,955
Vistara,Mumbai,1,Kolkata,21.0,58.87,22,1,700
Vistara,Delhi,0,Kolkata,29.0,276.85,22,0,135
GO_FIRST,Mumbai,0,Bangalore,29.0,21.02,22,1,105
GO_FIRST,Mumbai,1,Delhi,15.0,58.8,18,1,409
GO_FIRST,Bangalore,1,Chennai,11.0,104.95,18,1,760
Vistara,Mumbai,1,Chennai,3.0,820.15,18,0,1545
SpiceJet,Bangalore,1,Kolkata,10.0,51.23,14,1,345
GO_FIRST,Mumbai,1,Hyderabad,19.0,32.48,14,1,694
Air_India,Mumbai,1,Delhi,31.0,584.07,22,0,1264
Vistara,Bangalore,1,Chennai,19.0,71.7,6,1,735
Vistara,Delhi,1,Bangalore,22.0,564.24,6,0,705
Indigo,Delhi,1,Kolkata,32.0,49.75,6,1,334
Indigo,Kolkata,1,Delhi,30.0,69.04,6,1,405
Vistara,Mumbai,1,Kolkata,5.0,97.76,22,1,700
Vistara,Chennai,1,Delhi,25.0,49.19,22,1,694
Air_India,Delhi,1,Hyderabad,46.0,58.77,22,1,910
Indigo,Delhi,0,Mumbai,11.0,65.17,18,1,130
Vistara,Mumbai,1,Kolkata,31.0,636.16,6,0,724
Vistara,Bangalore,1,Chennai,42.0,67.54,6,1,735
Indigo,Delhi,1,Bangalore,7.0,96.34,14,1,595
Vistara,Bangalore,1,Hyderabad,30.0,559.99,18,0,1390
AirAsia,Hyderabad,1,Mumbai,28.0,22.27,14,1,615
AirAsia,Kolkata,1,Delhi,47.0,38.7,9,1,615
Vistara,Delhi,1,Hyderabad,4.0,111.92,18,1,1020
GO_FIRST,Mumbai,1,Kolkata,20.0,57.57,9,1,709
Vistara,Chennai,1,Kolkata,34.0,116.8,22,1,1350
Vistara,Kolkata,1,Chennai,31.0,58.49,6,1,934
Air_India,Delhi,1,Mumbai,49.0,311.35,18,0,270
GO_FIRST,Bangalore,0,Hyderabad,20.0,16.96,22,1,75
Vistara,Bangalore,1,Kolkata,17.0,715.16,18,0,1545
GO_FIRST,Delhi,1,Bangalore,13.0,73.47,6,1,550
Vistara,Chennai,1,Bangalore,28.0,436.85,9,0,570
Indigo,Hyderabad,1,Kolkata,40.0,31.89,18,1,469
Vistara,Mumbai,1,Chennai,40.0,39.56,22,1,780
GO_FIRST,Delhi,1,Bangalore,27.0,41.61,18,1,450
Vistara,Mumbai,1,Delhi,17.0,49.01,9,1,550
SpiceJet,Mumbai,0,Delhi,19.0,25.87,22,1,120
Air_India,Delhi,0,Bangalore,48.0,43.81,22,1,160
AirAsia,Delhi,1,Chennai,17.0,73.49,6,1,889
Vistara,Mumbai,1,Delhi,46.0,584.07,6,0,850
Indigo,Kolkata,1,Hyderabad,26.0,64.22,9,1,450
Indigo,Chennai,0,Kolkata,46.0,23.34,18,1,139
Vistara,Hyderabad,0,Delhi,22.0,23.26,6,1,130
Air_India,Hyderabad,1,Kolkata,26.0,47.39,22,1,1530
Indigo,Bangalore,1,Hyderabad,12.0,58.1,14,1,364
Vistara,Chennai,1,Mumbai,15.0,612.3,6,0,645
Vistara,Delhi,1,Chennai,28.0,674.75,6,0,745
GO_FIRST,Bangalore,1,Mumbai,18.0,51.23,22,1,895
GO_FIRST,Mumbai,1,Bangalore,42.0,72.56,6,1,859
AirAsia,Kolkata,2,Delhi,24.0,29.83,14,1,544
Vistara,Mumbai,1,Bangalore,4.0,110.13,18,1,1035
Vistara,Bangalore,1,Hyderabad,19.0,559.99,18,0,1455
Vistara,Mumbai,0,Delhi,20.0,23.15,6,1,124
Vistara,Mumbai,1,Delhi,18.0,525.99,6,0,400
Indigo,Delhi,0,Kolkata,42.0,39.57,9,1,130
Indigo,Kolkata,1,Delhi,4.0,146.35,6,1,595
Air_India,Mumbai,1,Bangalore,12.0,540.4,6,0,970
Air_India,Kolkata,1,Delhi,35.0,434.53,18,0,840
Vistara,Hyderabad,1,Chennai,9.0,408.84,22,0,675
Air_India,Hyderabad,1,Delhi,39.0,41.29,6,1,895
Indigo,Chennai,1,Kolkata,37.0,62.4,14,1,460
Indigo,Kolkata,1,Hyderabad,25.0,50.17,22,1,465
GO_FIRST,Bangalore,1,Delhi,17.0,39.86,9,1,514
Vistara,Mumbai,1,Kolkata,6.0,99.53,14,1,340
Vistara,Chennai,1,Mumbai,4.0,215.12,9,1,664
Vistara,Chennai,1,Delhi,7.0,573.18,6,0,1030
Air_India,Bangalore,1,Hyderabad,11.0,127.1,1,1,1114
Indigo,Delhi,0,Kolkata,12.0,58.93,9,1,130
Vistara,Delhi,1,Mumbai,12.0,526.11,14,0,360
Indigo,Delhi,1,Bangalore,35.0,52.53,6,1,430
Air_India,Chennai,1,Delhi,46.0,48.22,9,1,685
GO_FIRST,Mumbai,1,Bangalore,5.0,50.49,6,1,615
GO_FIRST,Kolkata,1,Delhi,47.0,64.44,9,1,655
Vistara,Hyderabad,1,Chennai,43.0,84.38,22,1,799
GO_FIRST,Chennai,1,Bangalore,40.0,26.91,18,1,754
Vistara,Chennai,1,Hyderabad,34.0,40.44,6,1,604
Vistara,Bangalore,1,Delhi,19.0,40.68,18,1,300
Air_India,Mumbai,2,Hyderabad,39.0,54.03,9,1,1399
Vistara,Chennai,1,Mumbai,3.0,773.79,9,0,724
Vistara,Chennai,1,Delhi,30.0,595.34,22,0,870
Vistara,Bangalore,1,Mumbai,12.0,741.76,6,0,949
Air_India,Chennai,1,Mumbai,23.0,55.59,22,1,765
Indigo,Chennai,1,Kolkata,21.0,49.9,18,1,495
Vistara,Mumbai,1,Hyderabad,29.0,453.29,14,0,630
Air_India,Mumbai,0,Bangalore,43.0,204.69,18,0,105
Vistara,Bangalore,1,Hyderabad,36.0,375.9,22,0,874
Air_India,Kolkata,2,Bangalore,38.0,72.18,9,1,1414
Air_India,Delhi,1,Mumbai,33.0,294.66,9,0,885
Air_India,Mumbai,1,Kolkata,39.0,492.08,18,0,1450
Vistara,Delhi,1,Mumbai,28.0,408.52,18,0,979
Vistara,Bangalore,1,Chennai,23.0,438.19,18,0,1440
Vistara,Hyderabad,2,Bangalore,25.0,63.94,9,1,400
Indigo,Bangalore,0,Chennai,30.0,19.04,22,1,49
Vistara,Hyderabad,1,Delhi,13.0,99.14,22,1,724
Vistara,Kolkata,1,Bangalore,30.0,61.31,22,1,1270
Indigo,Delhi,0,Chennai,7.0,75.56,22,1,169
Air_India,Delhi,0,Kolkata,23.0,33.92,14,1,139
SpiceJet,Chennai,1,Delhi,9.0,72.76,22,1,1440
GO_FIRST,Delhi,1,Mumbai,13.0,87.77,18,1,364
GO_FIRST,Mumbai,1,Kolkata,41.0,57.57,22,1,645
Air_India,Bangalore,1,Hyderabad,5.0,76.71,18,1,1600
Vistara,Hyderabad,1,Mumbai,43.0,43.7,9,1,700
Vistara,Chennai,1,Mumbai,30.0,53.97,18,1,1080
Air_India,Delhi,1,Kolkata,44.0,64.74,9,1,415
Air_India,Delhi,1,Chennai,5.0,447.86,18,0,799
Air_India,Mumbai,1,Hyderabad,35.0,74.7,9,1,1564
Vistara,Bangalore,1,Chennai,10.0,123.24,18,1,1585
Air_India,Bangalore,1,Chennai,8.0,81.38,18,1,790
Indigo,Bangalore,1,Mumbai,35.0,68.36,14,1,300
Air_India,Delhi,1,Chennai,20.0,447.86,18,0,810
Air_India,Delhi,1,Mumbai,19.0,441.58,9,0,1804
Vistara,Delhi,1,Chennai,49.0,49.27,9,1,495
Vistara,Kolkata,1,Hyderabad,44.0,63.24,22,1,1405
GO_FIRST,Delhi,1,Hyderabad,2.0,165.45,18,1,915
AirAsia,Delhi,1,Bangalore,18.0,51.66,14,1,694
Vistara,Delhi,0,Mumbai,39.0,26.72,14,1,130
Vistara,Bangalore,1,Mumbai,41.0,740.66,6,0,900
Air_India,Bangalore,1,Mumbai,34.0,392.11,9,0,334
Vistara,Kolkata,1,Hyderabad,46.0,516.32,18,0,1069
Vistara,Mumbai,1,Chennai,45.0,735.92,22,0,780
Air_India,Bangalore,1,Mumbai,26.0,36.7,18,1,304
AirAsia,Bangalore,2,Delhi,9.0,74.06,9,1,619
Vistara,Bangalore,1,Mumbai,10.0,110.88,9,1,619
Vistara,Delhi,1,Chennai,37.0,49.27,22,1,730
Vistara,Kolkata,0,Mumbai,32.0,316.49,18,0,165
Air_India,Kolkata,1,Mumbai,41.0,497.48,22,0,885
Vistara,Kolkata,1,Hyderabad,11.0,103.17,22,1,1234
Indigo,Chennai,1,Delhi,31.0,33.26,9,1,379
Air_India,Kolkata,2,Mumbai,8.0,129.31,9,1,1800
Vistara,Hyderabad,1,Kolkata,24.0,76.86,14,1,1675
Air_India,Bangalore,1,Mumbai,12.0,91.81,6,1,985
AirAsia,Hyderabad,1,Chennai,4.0,44.05,18,1,765
Vistara,Bangalore,1,Delhi,34.0,542.71,6,0,685
Vistara,Bangalore,1,Chennai,32.0,438.19,9,0,1459
Vistara,Bangalore,1,Delhi,45.0,40.68,22,1,900
Air_India,Mumbai,1,Delhi,27.0,351.51,6,0,1480
Vistara,Bangalore,1,Delhi,27.0,64.4,14,1,715
Vistara,Mumbai,1,Delhi,10.0,361.85,18,0,1465
Vistara,Kolkata,1,Chennai,38.0,61.54,9,1,600
SpiceJet,Bangalore,1,Delhi,8.0,74.1,9,1,565
Indigo,Hyderabad,1,Chennai,41.0,26.76,14,1,304
Indigo,Delhi,1,Mumbai,4.0,73.43,14,1,499
Indigo,Hyderabad,0,Mumbai,45.0,30.64,22,1,100
Vistara,Hyderabad,1,Mumbai,4.0,745.55,22,0,960
GO_FIRST,Kolkata,1,Delhi,43.0,62.29,6,1,720
Vistara,Bangalore,1,Mumbai,15.0,685.24,18,0,955
Vistara,Mumbai,1,Kolkata,5.0,636.16,18,0,844
Vistara,Hyderabad,1,Delhi,45.0,57.62,6,1,760
Air_India,Bangalore,1,Delhi,14.0,420.79,6,0,820
Vistara,Hyderabad,1,Mumbai,8.0,577.09,14,0,625
Vistara,Mumbai,1,Delhi,6.0,436.11,14,0,1650
Vistara,Mumbai,0,Delhi,45.0,23.15,14,1,139
Air_India,Delhi,1,Chennai,20.0,42.07,18,1,1015
Air_India,Kolkata,1,Chennai,17.0,399.49,6,0,304
Indigo,Delhi,1,Mumbai,15.0,49.15,6,1,325
Indigo,Delhi,1,Bangalore,29.0,33.19,9,1,375
SpiceJet,Chennai,0,Hyderabad,17.0,19.75,6,1,75
Indigo,Kolkata,1,Delhi,19.0,61.93,14,1,300
Vistara,Bangalore,1,Chennai,36.0,438.19,18,0,775
Vistara,Mumbai,0,Chennai,29.0,236.49,18,0,124
GO_FIRST,Hyderabad,1,Mumbai,37.0,41.22,14,1,765
Indigo,Bangalore,1,Mumbai,5.0,51.24,6,1,565
Indigo,Kolkata,1,Hyderabad,40.0,43.22,18,1,360
Vistara,Chennai,1,Bangalore,6.0,625.68,6,0,540
Vistara,Bangalore,2,Hyderabad,38.0,91.53,14,1,1720
Vistara,Hyderabad,1,Chennai,8.0,90.82,14,1,1195
GO_FIRST,Mumbai,1,Kolkata,26.0,57.57,14,1,435
Vistara,Mumbai,1,Hyderabad,17.0,530.87,6,0,364
GO_FIRST,Bangalore,1,Delhi,16.0,39.86,9,1,505
Indigo,Kolkata,1,Hyderabad,4.0,106.81,9,1,430
Air_India,Hyderabad,1,Bangalore,16.0,626.11,6,0,889
Air_India,Mumbai,1,Kolkata,11.0,128.04,18,1,844
Indigo,Hyderabad,1,Chennai,31.0,15.27,18,1,390
Vistara,Mumbai,1,Hyderabad,19.0,39.3,14,1,630
Vistara,Delhi,1,Mumbai,49.0,473.58,6,0,445
Vistara,Bangalore,1,Chennai,26.0,47.42,6,1,310
Vistara,Bangalore,1,Delhi,27.0,420.79,6,0,469
Vistara,Bangalore,0,Delhi,23.0,325.81,18,0,160
Vistara,Hyderabad,1,Chennai,15.0,78.52,14,1,1375
Air_India,Delhi,1,Mumbai,21.0,61.17,9,1,1369
Air_India,Hyderabad,1,Kolkata,12.0,511.69,18,0,1005
Vistara,Delhi,1,Kolkata,4.0,147.25,14,1,1519
Vistara,Hyderabad,1,Chennai,26.0,408.84,22,0,855
Vistara,Mumbai,1,Bangalore,25.0,540.4,14,0,655
Indigo,Delhi,2,Chennai,5.0,123.93,9,1,649
Vistara,Delhi,1,Bangalore,15.0,44.49,14,1,600
Vistara,Delhi,1,Chennai,49.0,529.55,18,0,379
Vistara,Hyderabad,1,Kolkata,9.0,126.14,14,1,559
Vistara,Mumbai,1,Kolkata,22.0,58.87,18,1,1429
GO_FIRST,Delhi,1,Kolkata,10.0,58.92,14,1,304
Air_India,Bangalore,1,Chennai,26.0,597.68,18,0,934
AirAsia,Kolkata,1,Mumbai,15.0,33.44,18,1,634
Vistara,Kolkata,1,Hyderabad,45.0,101.94,18,1,1069
Air_India,Kolkata,1,Mumbai,22.0,104.43,14,1,1495
Air_India,Mumbai,1,Kolkata,5.0,492.08,22,0,900
Air_India,Kolkata,1,Bangalore,28.0,603.44,9,0,825
Vistara,Bangalore,1,Delhi,48.0,420.79,9,0,360
Vistara,Chennai,1,Mumbai,42.0,81.47,9,1,570
GO_FIRST,Delhi,1,Bangalore,34.0,68.47,14,1,490
Vistara,Kolkata,1,Chennai,25.0,818.9,22,0,1429
Indigo,Hyderabad,1,Delhi,38.0,52.66,9,1,325
Vistara,Hyderabad,2,Chennai,20.0,77.51,6,1,520
Indigo,Delhi,1,Kolkata,3.0,141.07,6,1,345
AirAsia,Mumbai,2,Kolkata,20.0,35.84,14,1,750
Vistara,Bangalore,1,Delhi,34.0,40.68,6,1,685
Vistara,Delhi,1,Kolkata,43.0,65.1,22,1,720
